Week,Market,Channel,Product,Impressions,Clicks,Spend_AED,Conversions,Sales_AED,Engagement_Rate,Brand_Awareness_Score,Purchase_Intent_Score,Influencer_Name,Follower_Count,Influencer_Engagement_Rate,TV_GRP,PR_Mentions,PR_Share_of_Voice,Website_Sessions,Bounce_Rate,Avg_Session_Duration_Sec,Page_Views_Per_Session,Competitor_SOV,Sentiment_Score
3,SETK,Website,Galaxy Tab S10,N/A,N/A,N/A,1691,706372,N/A,62.3,41.5,N/A,N/A,N/A,N/A,N/A,N/A,133486,43.7,263,2.7,12.4,0.83
3,SETK,PR,Galaxy Tab S10,N/A,N/A,0,N/A,N/A,N/A,65.4,59.6,N/A,N/A,N/A,N/A,118,47.3,N/A,N/A,N/A,N/A,8.4,0.95
3,SETK,Retail,Galaxy Tab S10,56482,N/A,4210,140,42438,3.77,57.3,50.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.4,0.8
3,SETK,Paid Social,Galaxy Buds3,132167,1758,2346,118,31541,0.81,67.2,57.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.2,0.7
3,SETK,Influencer,Galaxy Buds3,N/A,N/A,1357,11,3433,4.59,46.3,39.8,Influencer_6,507151,4.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.0,0.78
3,SETK,PR,Galaxy Buds3,N/A,N/A,0,N/A,N/A,N/A,60.0,45.6,N/A,N/A,N/A,N/A,9,45.9,N/A,N/A,N/A,N/A,9.2,0.88
3,SETK,Paid Social,Galaxy Watch6,655078,9413,14896,590,198081,1.37,51.9,54.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.7,0.77
3,SETK,Influencer,Galaxy Watch6,N/A,N/A,3724,37,12861,4.66,43.5,27.6,Influencer_24,677461,4.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.8,0.75
3,SETK,TV,Galaxy Watch6,N/A,N/A,26150,N/A,N/A,N/A,57.7,57.4,N/A,N/A,N/A,387,N/A,N/A,N/A,N/A,N/A,N/A,16.9,0.77
3,SETK,Search,Galaxy Watch6,270037,3280,12195,374,128458,1.21,64.2,58.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.0,0.91
3,SETK,Website,Galaxy Watch6,N/A,N/A,N/A,585,226770,N/A,40.4,39.8,N/A,N/A,N/A,N/A,N/A,N/A,66466,27.9,218,3.66,8.4,0.9
3,SETK,PR,Galaxy Watch6,N/A,N/A,0,N/A,N/A,N/A,57.5,62.8,N/A,N/A,N/A,N/A,48,39.8,N/A,N/A,N/A,N/A,5.8,0.92
3,SETK,Retail,Galaxy Watch6,32082,N/A,3012,48,35700,3.84,65.4,55.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.9,0.87
3,SELV,Paid Social,Galaxy Z Fold8,707249,10416,18633,548,181968,1.32,56.0,32.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.3,0.77
3,SELV,Influencer,Galaxy Z Fold8,N/A,N/A,3946,20,5415,5.52,46.9,23.5,Influencer_10,254617,5.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.0,0.87
3,SELV,TV,Galaxy Z Fold8,N/A,N/A,46148,N/A,N/A,N/A,57.1,63.7,N/A,N/A,N/A,663,N/A,N/A,N/A,N/A,N/A,N/A,15.2,0.86
3,SELV,Search,Galaxy Z Fold8,545260,9794,18288,1538,499260,1.8,56.7,50.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.8,0.94
3,SELV,Website,Galaxy Z Fold8,N/A,N/A,N/A,410,148068,N/A,44.4,52.5,N/A,N/A,N/A,N/A,N/A,N/A,47742,39.0,177,2.69,14.4,0.89
3,SELV,PR,Galaxy Z Fold8,N/A,N/A,0,N/A,N/A,N/A,55.0,53.0,N/A,N/A,N/A,N/A,62,43.0,N/A,N/A,N/A,N/A,10.1,0.84
3,SELV,Retail,Galaxy Z Fold8,15333,N/A,3987,198,67108,4.24,60.9,54.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.5,0.88
3,SELV,Paid Social,Galaxy Z Flip8,736670,9670,23122,1058,317050,1.4,44.3,44.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.9,0.9
3,SELV,Influencer,Galaxy Z Flip8,N/A,N/A,10291,27,8470,4.09,39.5,23.6,Influencer_8,584945,4.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.7,0.91
3,SELV,TV,Galaxy Z Flip8,N/A,N/A,50212,N/A,N/A,N/A,69.0,56.0,N/A,N/A,N/A,620,N/A,N/A,N/A,N/A,N/A,N/A,14.7,0.8
3,SELV,Search,Galaxy Z Flip8,632238,11906,16555,1682,583283,1.88,60.2,36.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.5,0.79
3,SELV,Website,Galaxy Z Flip8,N/A,N/A,N/A,721,149837,N/A,52.9,48.9,N/A,N/A,N/A,N/A,N/A,N/A,73708,27.1,199,2.65,13.1,0.84
3,SELV,PR,Galaxy Z Flip8,N/A,N/A,0,N/A,N/A,N/A,63.7,58.7,N/A,N/A,N/A,N/A,103,28.7,N/A,N/A,N/A,N/A,4.2,0.95
3,SELV,Retail,Galaxy Z Flip8,32645,N/A,4685,202,37928,3.87,62.8,52.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.9,0.93
3,SELV,Paid Social,Galaxy S24,768056,8128,11475,860,186150,0.83,41.6,37.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.8,0.94
3,SELV,Influencer,Galaxy S24,N/A,N/A,6067,13,3353,5.04,53.6,40.1,Influencer_9,306142,5.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.6,0.86
3,SELV,TV,Galaxy S24,N/A,N/A,54926,N/A,N/A,N/A,69.7,58.7,N/A,N/A,N/A,504,N/A,N/A,N/A,N/A,N/A,N/A,15.1,0.85
3,SELV,Search,Galaxy S24,551378,10284,11063,994,302294,1.87,54.2,41.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.2,0.94
3,SELV,Website,Galaxy S24,N/A,N/A,N/A,1545,657584,N/A,48.9,43.8,N/A,N/A,N/A,N/A,N/A,N/A,89154,36.0,233,3.77,14.8,0.81
3,SELV,PR,Galaxy S24,N/A,N/A,0,N/A,N/A,N/A,59.8,62.7,N/A,N/A,N/A,N/A,41,31.9,N/A,N/A,N/A,N/A,11.9,0.84
3,SELV,Retail,Galaxy S24,37659,N/A,3832,132,19819,4.91,69.7,56.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.1,0.95
3,SELV,Paid Social,Galaxy Tab S10,905093,7282,26496,416,95150,1.34,67.8,53.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.5,0.83
3,SELV,Influencer,Galaxy Tab S10,N/A,N/A,4548,23,5677,3.04,41.8,49.7,Influencer_8,799378,3.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.6,0.8
3,SELV,TV,Galaxy Tab S10,N/A,N/A,68310,N/A,N/A,N/A,65.3,53.7,N/A,N/A,N/A,613,N/A,N/A,N/A,N/A,N/A,N/A,10.8,0.74
3,SELV,Search,Galaxy Tab S10,646569,12885,21538,1659,862194,1.99,61.8,53.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.7,0.88
3,SELV,Website,Galaxy Tab S10,N/A,N/A,N/A,1155,397401,N/A,47.0,50.0,N/A,N/A,N/A,N/A,N/A,N/A,75484,26.6,164,3.88,10.8,0.92
3,SELV,PR,Galaxy Tab S10,N/A,N/A,0,N/A,N/A,N/A,60.2,59.9,N/A,N/A,N/A,N/A,46,47.1,N/A,N/A,N/A,N/A,9.0,0.8
3,SELV,Retail,Galaxy Tab S10,56465,N/A,2221,189,127503,2.16,60.8,48.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.0,0.83
3,SELV,Paid Social,Galaxy Buds3,86870,1104,4103,129,43629,1.2,42.2,41.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.9,0.74
3,SELV,Influencer,Galaxy Buds3,N/A,N/A,1502,6,1918,4.17,36.5,38.1,Influencer_10,286554,4.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.8,0.78
3,SELV,PR,Galaxy Buds3,N/A,N/A,0,N/A,N/A,N/A,59.5,53.5,N/A,N/A,N/A,N/A,5,35.4,N/A,N/A,N/A,N/A,8.7,0.89
3,SELV,Paid Social,Galaxy Watch6,730702,8527,16450,389,133891,1.03,67.2,31.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.6,0.81
3,SELV,Influencer,Galaxy Watch6,N/A,N/A,6487,16,6894,3.62,39.0,33.5,Influencer_10,399742,3.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.3,0.91
3,SELV,TV,Galaxy Watch6,N/A,N/A,32633,N/A,N/A,N/A,52.1,60.0,N/A,N/A,N/A,514,N/A,N/A,N/A,N/A,N/A,N/A,10.6,0.79
3,SELV,Search,Galaxy Watch6,575247,11093,10568,1012,269557,1.93,67.9,56.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.6,0.91
3,SELV,Website,Galaxy Watch6,N/A,N/A,N/A,488,195722,N/A,43.8,41.5,N/A,N/A,N/A,N/A,N/A,N/A,42735,31.1,270,2.53,8.5,0.84
3,SELV,PR,Galaxy Watch6,N/A,N/A,0,N/A,N/A,N/A,70.1,68.4,N/A,N/A,N/A,N/A,42,31.5,N/A,N/A,N/A,N/A,9.9,0.91
3,SELV,Retail,Galaxy Watch6,33561,N/A,4387,188,76764,2.17,53.4,50.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.3,0.89
3,SEMAG,Paid Social,Galaxy Z Fold8,336491,3787,7823,171,53880,1.26,66.9,39.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.8,0.77
3,SEMAG,Influencer,Galaxy Z Fold8,N/A,N/A,3900,20,8258,3.31,61.0,37.5,Influencer_11,605298,3.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.1,0.77
3,SEMAG,TV,Galaxy Z Fold8,N/A,N/A,27432,N/A,N/A,N/A,75.2,53.5,N/A,N/A,N/A,418,N/A,N/A,N/A,N/A,N/A,N/A,16.7,0.73
3,SEMAG,Search,Galaxy Z Fold8,368198,5541,16609,661,196384,1.5,52.9,42.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.4,0.82
3,SEMAG,Website,Galaxy Z Fold8,N/A,N/A,N/A,793,170893,N/A,59.0,28.7,N/A,N/A,N/A,N/A,N/A,N/A,73758,30.2,249,3.84,12.0,0.8
3,SEMAG,PR,Galaxy Z Fold8,N/A,N/A,0,N/A,N/A,N/A,64.3,47.0,N/A,N/A,N/A,N/A,24,31.3,N/A,N/A,N/A,N/A,10.2,0.88
3,SEMAG,Retail,Galaxy Z Fold8,19701,N/A,3709,76,63169,2.61,69.4,63.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.6,0.88
3,SEMAG,Paid Social,Galaxy Z Flip8,517140,6499,26382,541,189364,1.4,48.8,49.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.8,0.73
3,SEMAG,Influencer,Galaxy Z Flip8,N/A,N/A,3649,41,15055,5.77,62.4,26.6,Influencer_22,888108,5.77,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.3,0.93
3,SEMAG,TV,Galaxy Z Flip8,N/A,N/A,27142,N/A,N/A,N/A,59.0,63.8,N/A,N/A,N/A,671,N/A,N/A,N/A,N/A,N/A,N/A,19.7,0.78
3,SEMAG,Search,Galaxy Z Flip8,587276,12531,16124,1192,365205,2.13,47.5,34.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.7,0.88
3,SEMAG,Website,Galaxy Z Flip8,N/A,N/A,N/A,952,245357,N/A,50.5,40.6,N/A,N/A,N/A,N/A,N/A,N/A,68226,25.5,170,3.53,12.5,0.88
3,SEMAG,PR,Galaxy Z Flip8,N/A,N/A,0,N/A,N/A,N/A,64.2,55.4,N/A,N/A,N/A,N/A,56,26.5,N/A,N/A,N/A,N/A,5.1,0.84
3,SEMAG,Retail,Galaxy Z Flip8,36359,N/A,5131,52,50464,5.8,54.5,58.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.6,0.83
3,SEMAG,Paid Social,Galaxy S24,377934,5476,16826,598,162946,1.03,53.2,36.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.4,0.71
3,SEMAG,Influencer,Galaxy S24,N/A,N/A,3970,33,13950,5.02,51.7,38.8,Influencer_11,598851,5.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.9,0.91
3,SEMAG,TV,Galaxy S24,N/A,N/A,40876,N/A,N/A,N/A,62.3,60.2,N/A,N/A,N/A,289,N/A,N/A,N/A,N/A,N/A,N/A,8.7,0.92
3,SEMAG,Search,Galaxy S24,364616,6336,7194,860,348160,1.74,60.0,34.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.4,0.84
3,SEMAG,Website,Galaxy S24,N/A,N/A,N/A,902,244873,N/A,40.0,40.9,N/A,N/A,N/A,N/A,N/A,N/A,57322,28.3,225,3.42,7.9,0.9
3,SEMAG,PR,Galaxy S24,N/A,N/A,0,N/A,N/A,N/A,67.0,48.1,N/A,N/A,N/A,N/A,48,17.7,N/A,N/A,N/A,N/A,8.9,0.94
3,SEMAG,Retail,Galaxy S24,15852,N/A,3610,104,42327,3.8,53.6,56.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.7,0.83
3,SEMAG,Paid Social,Galaxy Tab S10,784533,6771,24031,645,243029,1.36,61.1,32.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.9,0.81
3,SEMAG,Influencer,Galaxy Tab S10,N/A,N/A,6530,15,7388,4.33,52.3,27.8,Influencer_12,289450,4.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.6,0.76
3,SEMAG,TV,Galaxy Tab S10,N/A,N/A,43772,N/A,N/A,N/A,59.4,61.3,N/A,N/A,N/A,920,N/A,N/A,N/A,N/A,N/A,N/A,18.6,0.75
3,SEMAG,Search,Galaxy Tab S10,399302,5505,12410,671,230056,1.38,63.4,44.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.4,0.8
3,SEMAG,Website,Galaxy Tab S10,N/A,N/A,N/A,1257,252510,N/A,60.0,41.6,N/A,N/A,N/A,N/A,N/A,N/A,71446,40.3,153,3.19,6.6,0.91
3,SEMAG,PR,Galaxy Tab S10,N/A,N/A,0,N/A,N/A,N/A,71.0,54.9,N/A,N/A,N/A,N/A,53,27.5,N/A,N/A,N/A,N/A,7.6,0.9
3,SEMAG,Retail,Galaxy Tab S10,17456,N/A,3002,212,64230,4.48,61.2,61.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.4,0.82
3,SEMAG,Paid Social,Galaxy Buds3,107419,1121,2137,121,38326,1.39,48.5,56.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.1,0.8
3,SEMAG,Influencer,Galaxy Buds3,N/A,N/A,1020,20,8199,4.85,51.1,39.9,Influencer_22,369172,4.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.8,0.9
3,SEMAG,PR,Galaxy Buds3,N/A,N/A,0,N/A,N/A,N/A,56.8,51.1,N/A,N/A,N/A,N/A,8,48.9,N/A,N/A,N/A,N/A,6.9,0.86
3,SEMAG,Paid Social,Galaxy Watch6,341365,4543,19147,205,54879,0.89,65.3,38.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.5,0.75
3,SEMAG,Influencer,Galaxy Watch6,N/A,N/A,4896,27,10494,2.7,63.5,37.5,Influencer_22,841784,2.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.0,0.94
3,SEMAG,TV,Galaxy Watch6,N/A,N/A,31122,N/A,N/A,N/A,66.2,47.4,N/A,N/A,N/A,393,N/A,N/A,N/A,N/A,N/A,N/A,14.5,0.92
3,SEMAG,Search,Galaxy Watch6,309519,6583,16743,868,381535,2.13,56.5,37.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.3,0.89
3,SEMAG,Website,Galaxy Watch6,N/A,N/A,N/A,385,79308,N/A,43.8,43.4,N/A,N/A,N/A,N/A,N/A,N/A,48047,37.5,180,3.61,10.6,0.76
3,SEMAG,PR,Galaxy Watch6,N/A,N/A,0,N/A,N/A,N/A,70.4,43.9,N/A,N/A,N/A,N/A,40,31.8,N/A,N/A,N/A,N/A,5.4,0.85
3,SEMAG,Retail,Galaxy Watch6,13033,N/A,3260,86,57637,4.2,65.3,47.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.7,0.86
3,SEEG,Paid Social,Galaxy Z Fold8,538837,6634,8743,706,140143,1.38,67.2,43.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.2,0.71
3,SEEG,Influencer,Galaxy Z Fold8,N/A,N/A,4571,29,10471,3.04,44.0,46.5,Influencer_14,704884,3.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.2,0.9
3,SEEG,TV,Galaxy Z Fold8,N/A,N/A,43299,N/A,N/A,N/A,65.1,56.5,N/A,N/A,N/A,372,N/A,N/A,N/A,N/A,N/A,N/A,14.9,0.72
3,SEEG,Search,Galaxy Z Fold8,406837,7670,14570,664,195741,1.89,65.2,41.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.2,0.87
3,SEEG,Website,Galaxy Z Fold8,N/A,N/A,N/A,663,197170,N/A,46.5,28.8,N/A,N/A,N/A,N/A,N/A,N/A,48432,36.9,228,3.56,10.6,0.84
3,SEEG,PR,Galaxy Z Fold8,N/A,N/A,0,N/A,N/A,N/A,75.2,51.2,N/A,N/A,N/A,N/A,33,32.1,N/A,N/A,N/A,N/A,8.3,0.83
3,SEEG,Retail,Galaxy Z Fold8,27353,N/A,5215,45,34079,5.65,58.9,45.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.9,0.88
3,SEEG,Paid Social,Galaxy Z Flip8,539751,5603,25057,552,155060,1.34,43.8,54.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.4,0.93
3,SEEG,Influencer,Galaxy Z Flip8,N/A,N/A,2968,10,4141,3.22,49.6,23.1,Influencer_13,339164,3.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.4,0.89
3,SEEG,TV,Galaxy Z Flip8,N/A,N/A,62051,N/A,N/A,N/A,53.2,51.2,N/A,N/A,N/A,761,N/A,N/A,N/A,N/A,N/A,N/A,8.8,0.82
3,SEEG,Search,Galaxy Z Flip8,580946,11302,9662,1556,534708,1.95,66.5,41.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.5,0.82
3,SEEG,Website,Galaxy Z Flip8,N/A,N/A,N/A,1299,477747,N/A,39.0,43.6,N/A,N/A,N/A,N/A,N/A,N/A,82647,30.5,190,2.91,11.6,0.79
3,SEEG,PR,Galaxy Z Flip8,N/A,N/A,0,N/A,N/A,N/A,61.3,67.2,N/A,N/A,N/A,N/A,57,37.5,N/A,N/A,N/A,N/A,10.8,0.89
3,SEEG,Retail,Galaxy Z Flip8,24501,N/A,2291,124,61558,4.16,51.0,45.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.2,0.81
3,SEEG,Paid Social,Galaxy S24,473253,3964,17532,282,91979,1.42,58.4,49.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.9,0.79
3,SEEG,Influencer,Galaxy S24,N/A,N/A,5733,26,5812,5.0,61.6,45.9,Influencer_15,407772,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.8,0.77
3,SEEG,TV,Galaxy S24,N/A,N/A,40964,N/A,N/A,N/A,62.4,56.6,N/A,N/A,N/A,302,N/A,N/A,N/A,N/A,N/A,N/A,16.7,0.81
3,SEEG,Search,Galaxy S24,284494,6109,9927,1014,441173,2.15,67.0,43.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.1,0.89
3,SEEG,Website,Galaxy S24,N/A,N/A,N/A,783,162524,N/A,59.7,35.1,N/A,N/A,N/A,N/A,N/A,N/A,62482,34.5,239,3.22,10.0,0.85
3,SEEG,PR,Galaxy S24,N/A,N/A,0,N/A,N/A,N/A,74.9,63.5,N/A,N/A,N/A,N/A,56,18.1,N/A,N/A,N/A,N/A,6.5,0.9
3,SEEG,Retail,Galaxy S24,24163,N/A,4182,120,51660,4.36,54.8,49.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.3,0.87
3,SEEG,Paid Social,Galaxy Tab S10,601463,6246,35284,465,183698,1.2,49.8,49.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.6,0.87
3,SEEG,Influencer,Galaxy Tab S10,N/A,N/A,7859,26,9849,4.51,43.7,25.9,Influencer_13,946490,4.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.6,0.81
3,SEEG,TV,Galaxy Tab S10,N/A,N/A,63668,N/A,N/A,N/A,66.0,56.6,N/A,N/A,N/A,488,N/A,N/A,N/A,N/A,N/A,N/A,15.4,0.88
3,SEEG,Search,Galaxy Tab S10,530613,8990,13515,800,396088,1.69,66.4,55.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.5,0.78
3,SEEG,Website,Galaxy Tab S10,N/A,N/A,N/A,1137,356157,N/A,55.6,35.9,N/A,N/A,N/A,N/A,N/A,N/A,77883,30.8,264,2.79,12.2,0.91
3,SEEG,PR,Galaxy Tab S10,N/A,N/A,0,N/A,N/A,N/A,77.9,61.5,N/A,N/A,N/A,N/A,65,48.6,N/A,N/A,N/A,N/A,11.8,0.96
3,SEEG,Retail,Galaxy Tab S10,18598,N/A,4504,213,86600,5.39,67.1,46.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.2,0.95
3,SEEG,Paid Social,Galaxy Buds3,67559,873,3208,42,9263,0.82,52.5,46.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.0,0.88
3,SEEG,Influencer,Galaxy Buds3,N/A,N/A,638,28,9588,4.02,39.5,34.5,Influencer_15,600099,4.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.3,0.92
3,SEEG,PR,Galaxy Buds3,N/A,N/A,0,N/A,N/A,N/A,76.3,46.7,N/A,N/A,N/A,N/A,5,29.7,N/A,N/A,N/A,N/A,3.7,0.9
3,SEEG,Paid Social,Galaxy Watch6,388458,5069,18864,469,184665,0.9,43.6,52.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.8,0.92
3,SEEG,Influencer,Galaxy Watch6,N/A,N/A,5470,32,11290,5.76,50.5,36.5,Influencer_13,833790,5.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.7,0.79
3,SEEG,TV,Galaxy Watch6,N/A,N/A,46993,N/A,N/A,N/A,65.4,60.7,N/A,N/A,N/A,271,N/A,N/A,N/A,N/A,N/A,N/A,11.0,0.82
3,SEEG,Search,Galaxy Watch6,347892,7398,14866,616,160997,2.13,56.3,42.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.0,0.93
3,SEEG,Website,Galaxy Watch6,N/A,N/A,N/A,384,147004,N/A,40.6,50.2,N/A,N/A,N/A,N/A,N/A,N/A,40833,44.7,221,3.2,7.4,0.84
3,SEEG,PR,Galaxy Watch6,N/A,N/A,0,N/A,N/A,N/A,68.0,58.1,N/A,N/A,N/A,N/A,18,35.5,N/A,N/A,N/A,N/A,9.1,0.94
3,SEEG,Retail,Galaxy Watch6,11276,N/A,3920,118,61555,5.62,61.5,51.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.8,0.95
3,SEIL,Paid Social,Galaxy Z Fold8,515390,5166,10360,493,147608,1.01,63.1,36.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.1,0.84
3,SEIL,Influencer,Galaxy Z Fold8,N/A,N/A,4244,15,5809,4.8,42.5,25.5,Influencer_16,254127,4.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.2,0.92
3,SEIL,TV,Galaxy Z Fold8,N/A,N/A,37963,N/A,N/A,N/A,54.3,46.5,N/A,N/A,N/A,415,N/A,N/A,N/A,N/A,N/A,N/A,18.5,0.72
3,SEIL,Search,Galaxy Z Fold8,282306,5092,11774,743,268171,1.8,48.6,52.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.9,0.81
3,SEIL,Website,Galaxy Z Fold8,N/A,N/A,N/A,1559,445425,N/A,59.1,48.9,N/A,N/A,N/A,N/A,N/A,N/A,93810,26.7,187,3.39,14.0,0.82
3,SEIL,PR,Galaxy Z Fold8,N/A,N/A,0,N/A,N/A,N/A,65.5,59.5,N/A,N/A,N/A,N/A,53,28.1,N/A,N/A,N/A,N/A,5.5,0.92
3,SEIL,Retail,Galaxy Z Fold8,30408,N/A,2222,176,46190,5.02,52.3,48.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.2,0.85
3,SEIL,Paid Social,Galaxy Z Flip8,935755,13697,30920,803,257664,1.07,47.4,44.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.7,0.77
3,SEIL,Influencer,Galaxy Z Flip8,N/A,N/A,7709,34,7218,4.87,61.4,42.1,Influencer_17,600560,4.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.7,0.84
3,SEIL,TV,Galaxy Z Flip8,N/A,N/A,50257,N/A,N/A,N/A,57.8,59.6,N/A,N/A,N/A,598,N/A,N/A,N/A,N/A,N/A,N/A,11.3,0.84
3,SEIL,Search,Galaxy Z Flip8,568839,11224,18818,1722,734634,1.97,49.1,41.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.0,0.81
3,SEIL,Website,Galaxy Z Flip8,N/A,N/A,N/A,794,323890,N/A,55.7,36.8,N/A,N/A,N/A,N/A,N/A,N/A,53955,25.2,175,3.29,13.8,0.8
3,SEIL,PR,Galaxy Z Flip8,N/A,N/A,0,N/A,N/A,N/A,56.8,67.1,N/A,N/A,N/A,N/A,25,21.7,N/A,N/A,N/A,N/A,9.5,0.93
3,SEIL,Retail,Galaxy Z Flip8,25179,N/A,4900,94,37088,5.43,52.6,58.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.2,0.88
3,SEIL,Paid Social,Galaxy S24,470035,6708,14203,404,107762,1.46,58.7,56.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.8,0.81
