week,market,channel,product,impressions,clicks,spend_aed,conversions,sales_aed,engagement_rate,brand_awareness,purchase_intent,influencer,followers,tv_grp,pr_mentions,pr_share_of_voice,sessions,bounce_rate,avg_session_sec,pages_per_session,competitor_sov,sentiment,media_type,channel_role,revenue_attributed,cpm_aed,cpc_aed,ctr,cpa_aed,roas,aov_aed,cost_per_grp_aed
4,SESAR,Paid Social,Galaxy Z Fold8,"570,322","6,569","17,344",350,"78,708",1.48,47.10,48.90,,,,,,,,,,17.70,0.72,paid,response,True,30.41,2.64,0.01,49.55,4.54,224.88,
4,SESAR,Influencer,Galaxy Z Fold8,,,"2,541",11,"4,092",3.51,59.30,42.70,Influencer_4,"424,479",,,,,,,,16.40,0.89,paid,response,True,,,,231,1.61,372,
4,SESAR,TV,Galaxy Z Fold8,,,"50,919",,,,67.80,47.80,,,336,,,,,,,14.40,0.83,paid,brand,False,,,,,,,151.54
4,SESAR,Search,Galaxy Z Fold8,"392,944","5,539","9,384",804,"273,805",1.41,65.70,45.20,,,,,,,,,,10.30,0.81,paid,response,True,23.88,1.69,0.01,11.67,29.18,340.55,
4,SESAR,Website,Galaxy Z Fold8,,,,809,"266,033",,55.50,41.90,,,,,,"77,047",38.40,196,3.82,7.90,0.84,earned,owned,True,,,,,,328.84,
4,SESAR,PR,Galaxy Z Fold8,,,0,,,,71.90,65,,,,58,23,,,,,10.50,0.95,earned,brand,False,,,,,,,
4,SESAR,B2B Roadshow,Galaxy Z Fold8,"21,412",,"3,490",79,"21,861",4.82,58,53,,,,,,,,,,9.80,0.87,paid,brand,True,162.99,,,44.18,6.26,276.72,
4,SESAR,Paid Social,Galaxy Z Flip8,"546,201","5,938","10,582",538,"194,482",0.99,49.60,34.60,,,,,,,,,,14.20,0.76,paid,response,True,19.37,1.78,0.01,19.67,18.38,361.49,
4,SESAR,Influencer,Galaxy Z Flip8,,,"2,419",7,"3,137",3.02,49.10,40.80,Influencer_21,"319,074",,,,,,,,11.20,0.88,paid,response,True,,,,345.57,1.30,448.14,
4,SESAR,TV,Galaxy Z Flip8,,,"24,318",,,,57,44.40,,,376,,,,,,,10.70,0.88,paid,brand,False,,,,,,,64.68
4,SESAR,Search,Galaxy Z Flip8,"483,999","8,473","8,536","1,494","591,254",1.75,46.10,55.90,,,,,,,,,,6.20,0.88,paid,response,True,17.64,1.01,0.02,5.71,69.27,395.75,
4,SESAR,Website,Galaxy Z Flip8,,,,743,"224,201",,60.80,50.10,,,,,,"43,749",32.30,173,3.10,8.40,0.85,earned,owned,True,,,,,,301.75,
4,SESAR,PR,Galaxy Z Flip8,,,0,,,,69,65.50,,,,63,51,,,,,11.30,0.95,earned,brand,False,,,,,,,
4,SESAR,B2B Roadshow,Galaxy Z Flip8,"13,687",,"7,066",114,"16,435",4.19,57.40,66.10,,,,,,,,,,7.30,0.91,paid,brand,True,516.26,,,61.98,2.33,144.17,
4,SESAR,Paid Social,Galaxy S24,"352,223","4,804","9,865",551,"112,680",0.87,47.40,38,,,,,,,,,,10.90,0.92,paid,response,True,28.01,2.05,0.01,17.90,11.42,204.50,
4,SESAR,Influencer,Galaxy S24,,,"4,365",45,"13,272",4.37,47.90,44.50,Influencer_21,"714,178",,,,,,,,16.40,0.93,paid,response,True,,,,97,3.04,294.93,
4,SESAR,TV,Galaxy S24,,,"19,748",,,,64.90,50.20,,,292,,,,,,,11.30,0.85,paid,brand,False,,,,,,,67.63
4,SESAR,Search,Galaxy S24,"308,810","3,813","5,895",568,"276,411",1.23,51.60,48.20,,,,,,,,,,8.20,0.93,paid,response,True,19.09,1.55,0.01,10.38,46.89,486.64,
4,SESAR,Website,Galaxy S24,,,,830,"308,189",,49.50,51.70,,,,,,"48,780",35.70,210,3.79,9.90,0.93,earned,owned,True,,,,,,371.31,
4,SESAR,PR,Galaxy S24,,,0,,,,79.40,63.70,,,,26,24,,,,,5.50,0.94,earned,brand,False,,,,,,,
4,SESAR,B2B Roadshow,Galaxy S24,"7,625",,"6,595",60,"18,393",7.40,70.30,58.10,,,,,,,,,,5.20,0.96,paid,brand,True,864.92,,,109.92,2.79,306.55,
4,SESAR,Paid Social,Galaxy Tab S10,"931,592","12,535","28,110",973,"246,402",1.39,62.50,56.10,,,,,,,,,,15.80,0.91,paid,response,True,30.17,2.24,0.01,28.89,8.77,253.24,
4,SESAR,Influencer,Galaxy Tab S10,,,"5,882",18,"7,537",4.27,51.60,33.80,Influencer_4,"473,646",,,,,,,,13.80,0.90,paid,response,True,,,,326.78,1.28,418.72,
4,SESAR,TV,Galaxy Tab S10,,,"42,040",,,,64.10,57,,,722,,,,,,,7.60,0.76,paid,brand,False,,,,,,,58.23
4,SESAR,Search,Galaxy Tab S10,"460,194","6,966","12,694",634,"205,974",1.51,63.40,53.60,,,,,,,,,,11.20,0.80,paid,response,True,27.58,1.82,0.02,20.02,16.23,324.88,
4,SESAR,Website,Galaxy Tab S10,,,,"1,652","462,311",,57,49.70,,,,,,"103,780",34.60,184,2.89,14,0.79,earned,owned,True,,,,,,279.85,
4,SESAR,PR,Galaxy Tab S10,,,0,,,,65.80,54.20,,,,72,34,,,,,10.30,0.89,earned,brand,False,,,,,,,
4,SESAR,B2B Roadshow,Galaxy Tab S10,"10,678",,"3,188",158,"52,602",6.24,67.50,68.10,,,,,,,,,,11.80,0.85,paid,brand,True,298.56,,,20.18,16.50,332.92,
4,SESAR,Paid Social,Galaxy Buds3,"1,084,577","15,143","17,037","1,091","280,633",0.98,43.70,40.80,,,,,,,,,,17.40,0.73,paid,response,True,15.71,1.13,0.01,15.62,16.47,257.23,
4,SESAR,Influencer,Galaxy Buds3,,,"8,395",40,"13,929",4.02,41.90,30.10,Influencer_4,"751,380",,,,,,,,16.30,0.91,paid,response,True,,,,209.88,1.66,348.23,
4,SESAR,TV,Galaxy Buds3,,,"59,305",,,,71.70,50.60,,,682,,,,,,,12.80,0.76,paid,brand,False,,,,,,,86.96
4,SESAR,Search,Galaxy Buds3,"516,272","11,333","24,090","1,730","530,779",2.20,50.10,54.20,,,,,,,,,,5.70,0.94,paid,response,True,46.66,2.13,0.02,13.92,22.03,306.81,
4,SESAR,Website,Galaxy Buds3,,,,"1,432","611,223",,51.50,50.80,,,,,,"101,080",32.40,267,2.63,15.70,0.82,earned,owned,True,,,,,,426.83,
4,SESAR,PR,Galaxy Buds3,,,0,,,,73.70,63.20,,,,57,44.40,,,,,5.10,0.82,earned,brand,False,,,,,,,
4,SESAR,Paid Social,Galaxy Watch6,"265,401","2,220","9,847",172,"41,034",1.22,61.10,53.90,,,,,,,,,,14.50,0.90,paid,response,True,37.10,4.44,0.01,57.25,4.17,238.57,
4,SESAR,Influencer,Galaxy Watch6,,,"3,060",15,"4,776",4.27,46.30,53,Influencer_21,"465,978",,,,,,,,12.40,0.87,paid,response,True,,,,204,1.56,318.40,
4,SESAR,TV,Galaxy Watch6,,,"23,529",,,,65.60,64.30,,,243,,,,,,,18.10,0.75,paid,brand,False,,,,,,,96.83
4,SESAR,Search,Galaxy Watch6,"233,182","4,454","12,093",419,"119,437",1.91,46.70,37.60,,,,,,,,,,13.20,0.91,paid,response,True,51.86,2.72,0.02,28.86,9.88,285.05,
4,SESAR,Website,Galaxy Watch6,,,,839,"227,143",,50.70,33.10,,,,,,"48,631",42.50,217,3.28,13.40,0.84,earned,owned,True,,,,,,270.73,
4,SESAR,PR,Galaxy Watch6,,,0,,,,79.10,60.70,,,,19,31.70,,,,,6.80,0.83,earned,brand,False,,,,,,,
4,SESAR,B2B Roadshow,Galaxy Watch6,"5,894",,"4,883",31,"9,175",5.35,58.30,59.30,,,,,,,,,,5.80,0.96,paid,brand,True,828.47,,,157.52,1.88,295.97,
4,SETK,Paid Social,Galaxy Z Fold8,"541,125","4,483","16,873",533,"154,683",1.12,44.40,51.40,,,,,,,,,,7.80,0.79,paid,response,True,31.18,3.76,0.01,31.66,9.17,290.21,
4,SETK,Influencer,Galaxy Z Fold8,,,"3,119",19,"8,488",3.13,52.10,43.90,Influencer_7,"497,917",,,,,,,,8.90,0.95,paid,response,True,,,,164.16,2.72,446.74,
4,SETK,TV,Galaxy Z Fold8,,,"21,567",,,,72.20,45.50,,,475,,,,,,,18.60,0.77,paid,brand,False,,,,,,,45.40
4,SETK,Search,Galaxy Z Fold8,"399,820","7,504","14,797",619,"281,269",1.88,62.60,44.30,,,,,,,,,,10.70,0.93,paid,response,True,37.01,1.97,0.02,23.90,19.01,454.39,
4,SETK,Website,Galaxy Z Fold8,,,,627,"138,106",,63.70,43.90,,,,,,"65,839",41.60,272,3.18,6.10,0.92,earned,owned,True,,,,,,220.26,
4,SETK,PR,Galaxy Z Fold8,,,0,,,,64.10,63.10,,,,69,43.50,,,,,9.40,0.95,earned,brand,False,,,,,,,
4,SETK,B2B Roadshow,Galaxy Z Fold8,"20,413",,"4,059",47,"13,672",7.01,60.70,66,,,,,,,,,,10.20,0.91,paid,brand,True,198.84,,,86.36,3.37,290.89,
4,SETK,Paid Social,Galaxy Z Flip8,"581,238","6,201","17,860",374,"78,547",1.34,53,30.40,,,,,,,,,,8.50,0.80,paid,response,True,30.73,2.88,0.01,47.75,4.40,210.02,
4,SETK,Influencer,Galaxy Z Flip8,,,"5,955",15,"4,343",4.77,59.20,46.10,Influencer_6,"498,776",,,,,,,,16,0.93,paid,response,True,,,,397,0.73,289.53,
4,SETK,TV,Galaxy Z Flip8,,,"49,554",,,,62,43.40,,,332,,,,,,,12,0.76,paid,brand,False,,,,,,,149.26
4,SETK,Search,Galaxy Z Flip8,"380,147","7,927","18,247",846,"363,866",2.09,47.90,45,,,,,,,,,,8.70,0.81,paid,response,True,48.00,2.30,0.02,21.57,19.94,430.10,
4,SETK,Website,Galaxy Z Flip8,,,,673,"220,969",,57.60,52.30,,,,,,"75,409",44.50,207,3.47,11.30,0.87,earned,owned,True,,,,,,328.33,
4,SETK,PR,Galaxy Z Flip8,,,0,,,,66.90,67.50,,,,21,31.70,,,,,7.10,0.82,earned,brand,False,,,,,,,
4,SETK,B2B Roadshow,Galaxy Z Flip8,"10,107",,"5,460",104,"23,009",5.62,60.90,51,,,,,,,,,,5.50,0.83,paid,brand,True,540.22,,,52.50,4.21,221.24,
4,SETK,Paid Social,Galaxy S24,"264,304","3,059","12,127",145,"45,706",1.20,48.60,37.40,,,,,,,,,,7,0.83,paid,response,True,45.88,3.96,0.01,83.63,3.77,315.21,
4,SETK,Influencer,Galaxy S24,,,"2,123",60,"27,172",4.82,36.60,36.50,Influencer_7,"976,487",,,,,,,,13.80,0.81,paid,response,True,,,,35.38,12.80,452.87,
4,SETK,TV,Galaxy S24,,,"28,413",,,,69.80,56.60,,,373,,,,,,,10.80,0.91,paid,brand,False,,,,,,,76.17
4,SETK,Search,Galaxy S24,"189,117","2,668","5,966",412,"177,660",1.41,67.40,37.10,,,,,,,,,,10.20,0.78,paid,response,True,31.55,2.24,0.01,14.48,29.78,431.21,
4,SETK,Website,Galaxy S24,,,,252,"91,715",,63.90,44,,,,,,"31,013",34.20,253,3.80,10.90,0.86,earned,owned,True,,,,,,363.95,
4,SETK,PR,Galaxy S24,,,0,,,,72.80,62.10,,,,46,25.80,,,,,6.40,0.85,earned,brand,False,,,,,,,
4,SETK,B2B Roadshow,Galaxy S24,"6,696",,"4,106",19,"13,539",3.56,55.30,69.40,,,,,,,,,,11,0.85,paid,brand,True,613.20,,,216.11,3.30,712.58,
4,SETK,Paid Social,Galaxy Tab S10,"798,060","7,195","18,925",538,"164,904",1.35,46.70,38.80,,,,,,,,,,11.60,0.82,paid,response,True,23.71,2.63,0.01,35.18,8.71,306.51,
4,SETK,Influencer,Galaxy Tab S10,,,"4,035",12,"4,002",3.08,49.80,24.60,Influencer_7,"322,115",,,,,,,,11.30,0.80,paid,response,True,,,,336.25,0.99,333.50,
4,SETK,TV,Galaxy Tab S10,,,"46,855",,,,73.70,50.80,,,655,,,,,,,11.60,0.74,paid,brand,False,,,,,,,71.53
4,SETK,Search,Galaxy Tab S10,"640,172","10,446","22,439","1,722","811,274",1.63,60.50,48.30,,,,,,,,,,8,0.86,paid,response,True,35.05,2.15,0.02,13.03,36.15,471.12,
4,SETK,Website,Galaxy Tab S10,,,,"1,418","540,475",,41.30,29.50,,,,,,"108,028",43.70,274,2.85,11.80,0.85,earned,owned,True,,,,,,381.15,
4,SETK,PR,Galaxy Tab S10,,,0,,,,66.40,56.60,,,,51,49.80,,,,,7.30,0.95,earned,brand,False,,,,,,,
4,SETK,B2B Roadshow,Galaxy Tab S10,"20,293",,"6,672",121,"42,358",3.10,60.80,53.80,,,,,,,,,,7.40,0.86,paid,brand,True,328.78,,,55.14,6.35,350.07,
4,SETK,Paid Social,Galaxy Buds3,"730,533","8,849","27,445","1,006","365,543",1.30,55.10,56.30,,,,,,,,,,14.70,0.80,paid,response,True,37.57,3.10,0.01,27.28,13.32,363.36,
4,SETK,Influencer,Galaxy Buds3,,,"7,065",56,"24,635",4.78,60.50,42.70,Influencer_6,"905,804",,,,,,,,9.60,0.90,paid,response,True,,,,126.16,3.49,439.91,
4,SETK,TV,Galaxy Buds3,,,"73,204",,,,57.30,44.90,,,553,,,,,,,13.50,0.88,paid,brand,False,,,,,,,132.38
4,SETK,Search,Galaxy Buds3,"663,639","9,978","20,023","1,353","743,850",1.50,54.60,40.90,,,,,,,,,,11.50,0.81,paid,response,True,30.17,2.01,0.02,14.80,37.15,549.78,
4,SETK,Website,Galaxy Buds3,,,,"1,145","247,224",,45.40,35.40,,,,,,"137,738",33.60,208,2.68,9.40,0.81,earned,owned,True,,,,,,215.92,
4,SETK,PR,Galaxy Buds3,,,0,,,,69.90,67.20,,,,28,46.10,,,,,10.50,0.94,earned,brand,False,,,,,,,
4,SETK,Paid Social,Galaxy Watch6,"387,989","4,922","6,484",561,"145,555",1.12,66.20,33.10,,,,,,,,,,7.30,0.85,paid,response,True,16.71,1.32,0.01,11.56,22.45,259.46,
4,SETK,Influencer,Galaxy Watch6,,,"1,834",13,"3,060",2.65,41.40,34.80,Influencer_7,"789,795",,,,,,,,14.10,0.89,paid,response,True,,,,141.08,1.67,235.38,
4,SETK,TV,Galaxy Watch6,,,"29,998",,,,71.30,43.50,,,310,,,,,,,15.40,0.79,paid,brand,False,,,,,,,96.77
4,SETK,Search,Galaxy Watch6,"176,810","2,339","7,891",289,"108,295",1.32,64.80,40.50,,,,,,,,,,12.70,0.83,paid,response,True,44.63,3.37,0.01,27.30,13.72,374.72,
4,SETK,Website,Galaxy Watch6,,,,536,"142,846",,56.40,32.80,,,,,,"55,192",39.30,256,3.04,13.50,0.83,earned,owned,True,,,,,,266.50,
4,SETK,PR,Galaxy Watch6,,,0,,,,66.70,67.80,,,,22,19.10,,,,,10.90,0.95,earned,brand,False,,,,,,,
4,SETK,B2B Roadshow,Galaxy Watch6,"12,783",,"5,963",76,"8,526",5.21,70.40,64.40,,,,,,,,,,8.60,0.83,paid,brand,True,466.48,,,78.46,1.43,112.18,
4,SELV,Paid Social,Galaxy Z Fold8,"558,828","5,702","14,341",426,"105,782",0.83,68.70,34.30,,,,,,,,,,12.90,0.94,paid,response,True,25.66,2.52,0.01,33.66,7.38,248.31,
4,SELV,Influencer,Galaxy Z Fold8,,,"4,473",45,"20,958",5.57,56.20,50.20,Influencer_8,"892,439",,,,,,,,14,0.81,paid,response,True,,,,99.40,4.69,465.73,
4,SELV,TV,Galaxy Z Fold8,,,"43,357",,,,73.70,63.50,,,333,,,,,,,14.90,0.75,paid,brand,False,,,,,,,130.20
4,SELV,Search,Galaxy Z Fold8,"422,216","6,950","13,794","1,172","512,524",1.65,61.10,45.50,,,,,,,,,,8.50,0.91,paid,response,True,32.67,1.98,0.02,11.77,37.16,437.31,
4,SELV,Website,Galaxy Z Fold8,,,,"1,338","562,286",,57.80,51,,,,,,"84,989",26.70,235,3.08,11.20,0.85,earned,owned,True,,,,,,420.24,
4,SELV,PR,Galaxy Z Fold8,,,0,,,,69.80,57.80,,,,37,17.80,,,,,9.60,0.83,earned,brand,False,,,,,,,
4,SELV,B2B Roadshow,Galaxy Z Fold8,"9,002",,"7,423",94,"27,185",4.21,70.50,64.50,,,,,,,,,,11.90,0.84,paid,brand,True,824.59,,,78.97,3.66,289.20,
4,SELV,Paid Social,Galaxy Z Flip8,"438,428","6,090","16,920",549,"131,001",0.83,60.50,33.50,,,,,,,,,,9.60,0.88,paid,response,True,38.59,2.78,0.01,30.82,7.74,238.62,
4,SELV,Influencer,Galaxy Z Flip8,,,"7,916",41,"15,353",5.94,56.60,52.10,Influencer_10,"555,446",,,,,,,,13.50,0.92,paid,response,True,,,,193.07,1.94,374.46,
4,SELV,TV,Galaxy Z Flip8,,,"37,392",,,,60.50,57.70,,,476,,,,,,,17.40,0.83,paid,brand,False,,,,,,,78.55
4,SELV,Search,Galaxy Z Flip8,"308,041","5,896","22,298",906,"255,100",1.91,58.50,39.20,,,,,,,,,,12.40,0.85,paid,response,True,72.39,3.78,0.02,24.61,11.44,281.57,
4,SELV,Website,Galaxy Z Flip8,,,,863,"351,335",,43.10,34.40,,,,,,"57,096",26.60,165,3.14,6.80,0.87,earned,owned,True,,,,,,407.11,
4,SELV,PR,Galaxy Z Flip8,,,0,,,,69,54.70,,,,57,40.60,,,,,5.20,0.88,earned,brand,False,,,,,,,
4,SELV,B2B Roadshow,Galaxy Z Flip8,"19,696",,"6,605",105,"39,667",6.66,63.30,53.30,,,,,,,,,,8.50,0.90,paid,brand,True,335.35,,,62.90,6.01,377.78,
4,SELV,Paid Social,Galaxy S24,"406,984","3,624","15,848",395,"70,908",0.95,55.20,52.20,,,,,,,,,,17.30,0.79,paid,response,True,38.94,4.37,0.01,40.12,4.47,179.51,
4,SELV,Influencer,Galaxy S24,,,"2,146",28,"10,402",5.48,36.40,28.60,Influencer_9,"830,823",,,,,,,,10.50,0.95,paid,response,True,,,,76.64,4.85,371.50,
4,SELV,TV,Galaxy S24,,,"27,430",,,,65.10,60.80,,,302,,,,,,,9.30,0.84,paid,brand,False,,,,,,,90.83
4,SELV,Search,Galaxy S24,"179,028","3,825","10,998",646,"203,279",2.14,66.10,46.60,,,,,,,,,,6.50,0.84,paid,response,True,61.43,2.88,0.02,17.02,18.48,314.67,
4,SELV,Website,Galaxy S24,,,,374,"128,381",,51.70,47,,,,,,"30,720",36.30,236,3.67,12.10,0.89,earned,owned,True,,,,,,343.26,
4,SELV,PR,Galaxy S24,,,0,,,,75,61.50,,,,46,34.10,,,,,4.10,0.92,earned,brand,False,,,,,,,
4,SELV,B2B Roadshow,Galaxy S24,"7,109",,"6,355",48,"17,191",7.50,61.80,50.90,,,,,,,,,,9.70,0.89,paid,brand,True,893.94,,,132.40,2.71,358.15,
4,SELV,Paid Social,Galaxy Tab S10,"709,966","8,889","19,168",858,"251,392",1.36,62.20,46.60,,,,,,,,,,7.50,0.84,paid,response,True,27.00,2.16,0.01,22.34,13.12,293.00,
4,SELV,Influencer,Galaxy Tab S10,,,"10,126",20,"7,421",4.40,40.90,38.30,Influencer_9,"848,758",,,,,,,,15.80,0.77,paid,response,True,,,,506.30,0.73,371.05,
4,SELV,TV,Galaxy Tab S10,,,"71,339",,,,77.10,47.90,,,541,,,,,,,10.10,0.89,paid,brand,False,,,,,,,131.87
4,SELV,Search,Galaxy Tab S10,"664,237","10,921","30,230","1,536","569,148",1.64,46.70,55.90,,,,,,,,,,5.60,0.85,paid,response,True,45.51,2.77,0.02,19.68,18.83,370.54,
4,SELV,Website,Galaxy Tab S10,,,,946,"314,048",,42.30,33.20,,,,,,"114,824",32.60,173,2.67,7.40,0.80,earned,owned,True,,,,,,331.97,
4,SELV,PR,Galaxy Tab S10,,,0,,,,79.80,61.80,,,,33,27.60,,,,,3.30,0.95,earned,brand,False,,,,,,,
4,SELV,B2B Roadshow,Galaxy Tab S10,"17,540",,"3,222",143,"21,815",4.49,57,52.80,,,,,,,,,,11.30,0.86,paid,brand,True,183.69,,,22.53,6.77,152.55,
4,SELV,Paid Social,Galaxy Buds3,"1,366,277","18,846","21,947",832,"174,641",1.22,48.10,45.10,,,,,,,,,,12.10,0.94,paid,response,True,16.06,1.16,0.01,26.38,7.96,209.91,
4,SELV,Influencer,Galaxy Buds3,,,"10,353",8,"2,762",3.61,47.40,31,Influencer_10,"263,577",,,,,,,,15.70,0.80,paid,response,True,,,,"1,294.12",0.27,345.25,
4,SELV,TV,Galaxy Buds3,,,"94,069",,,,55.50,60.10,,,"1,023",,,,,,,15.40,0.75,paid,brand,False,,,,,,,91.95
4,SELV,Search,Galaxy Buds3,"822,145","13,209","17,528","2,174","869,881",1.61,65.20,38,,,,,,,,,,10.30,0.81,paid,response,True,21.32,1.33,0.02,8.06,49.63,400.13,
4,SELV,Website,Galaxy Buds3,,,,"1,510","461,966",,60.10,53,,,,,,"112,931",43.20,265,2.56,12.20,0.87,earned,owned,True,,,,,,305.94,
4,SELV,PR,Galaxy Buds3,,,0,,,,79.30,56.90,,,,55,23,,,,,8.20,0.93,earned,brand,False,,,,,,,
4,SELV,Paid Social,Galaxy Watch6,"384,619","5,767","10,433",500,"138,791",0.83,63.20,46.70,,,,,,,,,,9.60,0.80,paid,response,True,27.13,1.81,0.01,20.87,13.30,277.58,
4,SELV,Influencer,Galaxy Watch6,,,"2,908",24,"6,318",5.04,50.30,48.10,Influencer_9,"346,433",,,,,,,,15.60,0.94,paid,response,True,,,,121.17,2.17,263.25,
4,SELV,TV,Galaxy Watch6,,,"25,920",,,,71.80,52.30,,,495,,,,,,,10.60,0.92,paid,brand,False,,,,,,,52.36
4,SELV,Search,Galaxy Watch6,"263,511","3,717","11,419",303,"138,638",1.41,61.80,34.50,,,,,,,,,,9.70,0.92,paid,response,True,43.33,3.07,0.01,37.69,12.14,457.55,
4,SELV,Website,Galaxy Watch6,,,,485,"205,551",,59.50,45.20,,,,,,"40,009",39.10,250,3.31,6.80,0.76,earned,owned,True,,,,,,423.82,
4,SELV,PR,Galaxy Watch6,,,0,,,,64.80,65.10,,,,41,35.20,,,,,10.20,0.86,earned,brand,False,,,,,,,
4,SELV,B2B Roadshow,Galaxy Watch6,"8,693",,"3,069",29,"25,477",4.85,58.90,50.20,,,,,,,,,,10.20,0.94,paid,brand,True,353.04,,,105.83,8.30,878.52,
4,SEMAG,Paid Social,Galaxy Z Fold8,"546,213","7,892","15,124",436,"154,374",1.24,65.30,36.40,,,,,,,,,,17.80,0.94,paid,response,True,27.69,1.92,0.01,34.69,10.21,354.07,
4,SEMAG,Influencer,Galaxy Z Fold8,,,"5,588",25,"6,568",4.22,41.10,48.60,Influencer_22,"494,394",,,,,,,,10.80,0.92,paid,response,True,,,,223.52,1.18,262.72,
4,SEMAG,TV,Galaxy Z Fold8,,,"42,901",,,,65.40,54.80,,,418,,,,,,,15.50,0.83,paid,brand,False,,,,,,,102.63
4,SEMAG,Search,Galaxy Z Fold8,"419,324","7,560","10,040",654,"188,661",1.80,47.20,40.90,,,,,,,,,,10.50,0.82,paid,response,True,23.94,1.33,0.02,15.35,18.79,288.47,
4,SEMAG,Website,Galaxy Z Fold8,,,,"1,155","310,212",,57.10,42.30,,,,,,"75,582",42,155,3.99,8.50,0.85,earned,owned,True,,,,,,268.58,
4,SEMAG,PR,Galaxy Z Fold8,,,0,,,,66.70,61.60,,,,49,15.10,,,,,8.70,0.94,earned,brand,False,,,,,,,
4,SEMAG,B2B Roadshow,Galaxy Z Fold8,"13,122",,"6,543",94,"27,198",4.37,68.60,59.30,,,,,,,,,,7.50,0.94,paid,brand,True,498.63,,,69.61,4.16,289.34,
4,SEMAG,Paid Social,Galaxy Z Flip8,"614,145","8,013","8,630",498,"126,997",1.11,41.20,35.60,,,,,,,,,,7,0.84,paid,response,True,14.05,1.08,0.01,17.33,14.72,255.01,
4,SEMAG,Influencer,Galaxy Z Flip8,,,"5,513",29,"6,447",3.29,42.70,28.90,Influencer_22,"973,266",,,,,,,,9.90,0.88,paid,response,True,,,,190.10,1.17,222.31,
4,SEMAG,TV,Galaxy Z Flip8,,,"23,165",,,,65,61.20,,,263,,,,,,,14.70,0.85,paid,brand,False,,,,,,,88.08
4,SEMAG,Search,Galaxy Z Flip8,"302,984","6,182","11,537",561,"180,365",2.04,54.10,35.80,,,,,,,,,,8.40,0.91,paid,response,True,38.08,1.87,0.02,20.57,15.63,321.51,
4,SEMAG,Website,Galaxy Z Flip8,,,,598,"212,225",,41.90,30.50,,,,,,"37,966",40.30,264,3.37,6.30,0.81,earned,owned,True,,,,,,354.89,
4,SEMAG,PR,Galaxy Z Flip8,,,0,,,,57.60,64.90,,,,17,46.50,,,,,3.30,0.90,earned,brand,False,,,,,,,
4,SEMAG,B2B Roadshow,Galaxy Z Flip8,"15,395",,"3,538",33,"12,530",5.80,60.90,57.60,,,,,,,,,,5.70,0.94,paid,brand,True,229.81,,,107.21,3.54,379.70,
4,SEMAG,Paid Social,Galaxy S24,"264,441","3,715","5,247",283,"75,292",1.10,59.60,32.80,,,,,,,,,,13.80,0.87,paid,response,True,19.84,1.41,0.01,18.54,14.35,266.05,
4,SEMAG,Influencer,Galaxy S24,,,"3,320",20,"4,616",4.31,53.10,26,Influencer_22,"676,133",,,,,,,,14.70,0.79,paid,response,True,,,,166,1.39,230.80,
4,SEMAG,TV,Galaxy S24,,,"28,715",,,,68.90,47.40,,,197,,,,,,,12.70,0.86,paid,brand,False,,,,,,,145.76
4,SEMAG,Search,Galaxy S24,"226,571","3,140","6,166",501,"134,341",1.39,53.40,45.30,,,,,,,,,,14,0.90,paid,response,True,27.21,1.96,0.01,12.31,21.79,268.15,
4,SEMAG,Website,Galaxy S24,,,,533,"178,707",,48.40,38.20,,,,,,"38,584",27.90,270,2.96,6.10,0.86,earned,owned,True,,,,,,335.29,
4,SEMAG,PR,Galaxy S24,,,0,,,,68.70,65.70,,,,16,16.70,,,,,10.50,0.87,earned,brand,False,,,,,,,
4,SEMAG,B2B Roadshow,Galaxy S24,"6,970",,"4,641",51,"12,404",6.93,61.80,63.40,,,,,,,,,,9.90,0.98,paid,brand,True,665.85,,,91,2.67,243.22,
4,SEMAG,Paid Social,Galaxy Tab S10,"692,280","8,893","26,309",758,"177,307",1.01,50.90,32.90,,,,,,,,,,16.50,0.93,paid,response,True,38.00,2.96,0.01,34.71,6.74,233.91,
4,SEMAG,Influencer,Galaxy Tab S10,,,"6,997",17,"4,574",5.72,53.90,31.20,Influencer_12,"430,063",,,,,,,,14.10,0.94,paid,response,True,,,,411.59,0.65,269.06,
4,SEMAG,TV,Galaxy Tab S10,,,"43,967",,,,71.50,46.10,,,690,,,,,,,9.80,0.92,paid,brand,False,,,,,,,63.72
4,SEMAG,Search,Galaxy Tab S10,"416,687","5,041","18,467",418,"118,944",1.21,52.90,39.30,,,,,,,,,,10.70,0.90,paid,response,True,44.32,3.66,0.01,44.18,6.44,284.56,
4,SEMAG,Website,Galaxy Tab S10,,,,841,"210,065",,57.80,37.50,,,,,,"47,390",30.70,206,3.83,11.50,0.78,earned,owned,True,,,,,,249.78,
4,SEMAG,PR,Galaxy Tab S10,,,0,,,,62.50,47.30,,,,18,28.30,,,,,10.30,0.82,earned,brand,False,,,,,,,
4,SEMAG,B2B Roadshow,Galaxy Tab S10,"11,590",,"5,772",134,"25,311",4.53,59.80,66.20,,,,,,,,,,9.60,0.97,paid,brand,True,498.02,,,43.07,4.39,188.89,
4,SEMAG,Paid Social,Galaxy Buds3,"976,350","14,629","27,850","1,613","268,313",0.90,68.70,53.60,,,,,,,,,,8.30,0.79,paid,response,True,28.52,1.90,0.01,17.27,9.63,166.34,
4,SEMAG,Influencer,Galaxy Buds3,,,"8,723",18,"3,849",4.60,53.70,29.70,Influencer_12,"533,396",,,,,,,,12.20,0.91,paid,response,True,,,,484.61,0.44,213.83,
